Winner of the election :NOT NAMED

Winner of the popular vote:CONSERVATIVE

	RIDING#		 NDP	  CONSERVATIVE 		LIBERAL		 GREEN	 WINNING PARTY
	  0		  0		  2		  0		  0		CONSERVATIVE
	  1		  0		  2		  3		  0		LIBERAL
	  2		  0		  1		  0		  2		GREEN
	  3		  1		  9		  1		  0		CONSERVATIVE
	  4		  0		  0		  2		  0		LIBERAL
	  5		  0		  1		  0		  0		CONSERVATIVE
	  6		  0		  0		  2		  0		LIBERAL
	  7		  0		  0		  1		  0		LIBERAL
	  8		  0		  0		  0		  1		GREEN
	  9		  0		  1		  0		  0		CONSERVATIVE
	  10		  0		  0		  0		  0		NOTNAMED
	  11		  0		  0		  0		  0		NOTNAMED
	  12		  0		  0		  0		  0		NOTNAMED
	  13		  0		  0		  0		  0		NOTNAMED
	  14		  0		  0		  0		  0		NOTNAMED
	  15		  0		  0		  0		  0		NOTNAMED
	  16		  0		  0		  0		  0		NOTNAMED
	  17		  0		  0		  0		  0		NOTNAMED
	  18		  0		  0		  0		  0		NOTNAMED
	  19		  0		  0		  0		  0		NOTNAMED
	  20		  0		  0		  0		  0		NOTNAMED
	  21		  0		  0		  0		  0		NOTNAMED
	  22		  0		  0		  0		  0		NOTNAMED
	  23		  0		  0		  0		  0		NOTNAMED
	  24		  0		  0		  0		  0		NOTNAMED
	  25		  0		  0		  0		  0		NOTNAMED
	  26		  0		  0		  0		  0		NOTNAMED
	  27		  0		  0		  0		  0		NOTNAMED
	  28		  0		  0		  0		  0		NOTNAMED
	  29		  0		  0		  0		  0		NOTNAMED
	  30		  0		  0		  0		  0		NOTNAMED
	  31		  0		  0		  0		  0		NOTNAMED
	  32		  0		  0		  0		  0		NOTNAMED
	  33		  0		  0		  0		  0		NOTNAMED
	  34		  0		  0		  0		  0		NOTNAMED
	  35		  0		  0		  0		  0		NOTNAMED
	  36		  0		  0		  0		  0		NOTNAMED
	  37		  0		  0		  0		  0		NOTNAMED
	  38		  0		  0		  0		  0		NOTNAMED
	  39		  0		  0		  0		  0		NOTNAMED
	  40		  0		  0		  0		  0		NOTNAMED
	  41		  0		  0		  0		  0		NOTNAMED
	  42		  0		  0		  0		  0		NOTNAMED
	  43		  0		  0		  0		  0		NOTNAMED
	  44		  0		  0		  0		  0		NOTNAMED
	  45		  0		  0		  0		  0		NOTNAMED
	  46		  0		  0		  0		  0		NOTNAMED
	  47		  0		  0		  0		  0		NOTNAMED
	  48		  0		  0		  0		  0		NOTNAMED
	  49		  0		  0		  0		  0		NOTNAMED
	  50		  0		  0		  0		  0		NOTNAMED
	  51		  0		  0		  0		  0		NOTNAMED
	  52		  0		  0		  0		  0		NOTNAMED
	  53		  0		  0		  0		  0		NOTNAMED
	  54		  0		  0		  0		  0		NOTNAMED
	  55		  0		  0		  0		  0		NOTNAMED
